episodeId,personId,characterId,roleName,sourceUrl
episode-047,person-294,character-159,Christopher Moltisanti,https://www.tvmaze.com/shows/527/the-sopranos
episode-047,person-295,character-160,Silvio Dante,https://www.tvmaze.com/shows/527/the-sopranos
episode-047,person-296,character-161,Paulie 'Walnuts' Gualtieri,https://www.tvmaze.com/shows/527/the-sopranos
episode-048,person-292,character-157,Tony Soprano,https://www.tvmaze.com/shows/527/the-sopranos
episode-048,person-293,character-158,Carmela Soprano,https://www.tvmaze.com/shows/527/the-sopranos
episode-048,person-294,character-159,Christopher Moltisanti,https://www.tvmaze.com/shows/527/the-sopranos
episode-048,person-295,character-160,Silvio Dante,https://www.tvmaze.com/shows/527/the-sopranos
episode-048,person-296,character-161,Paulie 'Walnuts' Gualtieri,https://www.tvmaze.com/shows/527/the-sopranos
episode-049,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-049,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-049,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-049,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-049,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-050,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-050,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-050,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-050,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-050,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-051,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-051,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-051,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-051,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-051,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-052,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-052,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-052,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-052,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-052,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-053,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-053,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-053,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-053,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-053,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-054,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-054,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-054,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-054,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-054,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-055,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-055,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-055,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-055,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-055,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-056,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-056,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-056,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-056,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-056,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-057,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-057,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-057,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-057,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-057,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-058,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-058,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-058,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-058,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-058,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-059,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-059,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
episode-059,person-314,character-164,Phoebe Buffay,https://www.tvmaze.com/shows/431/friends
episode-059,person-315,character-165,Joey Tribbiani,https://www.tvmaze.com/shows/431/friends
episode-059,person-316,character-166,Chandler Bing,https://www.tvmaze.com/shows/431/friends
episode-060,person-312,character-162,Rachel Green,https://www.tvmaze.com/shows/431/friends
episode-060,person-313,character-163,Monica Geller,https://www.tvmaze.com/shows/431/friends
